id,date_commentaire,device,canal,sentiment,type_irritant,type_sinistre,anciennete_client,type_contrat,csat,gravite_sinistre,region_client,canal_resolution,commentaire,commentaire_clean,topic,topic_label,topic_label_clean,topic_label_exec
6111,2024-01-30,Web,Web,neg,bug,collision,0-1 an,tiers,2,faible,Bretagne,Web,"Ras-le-bol, j'ai un écran blanc au moment de confirmer, mais je perds un temps fou, ça devient pénible.",ras-le-bol écran blanc moment confirmer perdre temps fou devenir pénible,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6112,2024-07-15,Web,App,neg,complexité,collision,3-10 ans,tiers,1,moyenne,Auvergne-Rhône-Alpes,App,"Ras-le-bol, les justificatifs demandés sont trop nombreux pour un sinistre simple malgré plusieurs essais, du coup ça bloque encore, merci de corriger vite.",ras-le-bol justificatif demander trop sinistre simple essai coup bloquer corriger vite,-1,Outliers,Outliers,Outliers
6113,2024-06-23,Web,App,neu,photo,collision,1-3 ans,tous_risques,3,faible,Pays de la Loire,App,"C'est mitigé, le scan des documents tourne en rond sur l'étape des justificatifs, mais j'ai réussi au final, ça manque de simplicité.",mitiger scan document tourne rond étape justificatif réussir final manque simplicité,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
6114,2024-12-22,iOS,Web,pos,bug,bris_de_glace,3-10 ans,tiers,4,moyenne,Nouvelle-Aquitaine,Web,"Bonne expérience, ça me déconnecte tout seul après la mise à jour mais la résolution a été rapide, et le suivi était clair, service efficace.",bon expérience déconnecter mise jour résolution être rapide suivi clair service efficace,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6115,2024-11-05,Android,App,neg,parcours,collision,3-10 ans,tiers,2,moyenne,Nouvelle-Aquitaine,App,"Ras-le-bol, on tourne en rond dans les écrans pour une simple déclaration, donc rien n'avance, merci de corriger vite.",ras-le-bol tourne rond écran simple déclaration rien avance corriger vite,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6116,2024-06-19,iOS,App,neu,photo,collision,3-10 ans,tiers,3,faible,Auvergne-Rhône-Alpes,Téléphone,"Pas terrible mais bon, le scan des documents tourne en rond sur l'étape des justificatifs, mais j'ai réussi au final, ça manque de simplicité.",terrible bon scan document tourne rond étape justificatif réussir final manque simplicité,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
6117,2024-03-17,iOS,Web,neg,parcours,collision,3-10 ans,tous_risques,2,faible,Occitanie,App,"Je suis déçu, les infos demandées se répètent pour une simple déclaration, et rien n'avance, c'est pas sérieux.",décevoir info demander répèter simple déclaration rien avancer sérieux,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6118,2024-09-19,Web,Agence,neu,photo,collision,1-3 ans,jeune_conducteur,3,moyenne,Auvergne-Rhône-Alpes,Web,Pas terrible mais bon je ne peux pas joindre les images au moment de valider franchement ça passe mais c'est limite le support via web.,terrible bon joindre image moment valider franchement passer limite support web,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6119,2024-10-30,Web,Web,neu,lenteur,bris_de_glace,3-10 ans,tiers,3,faible,Pays de la Loire,Téléphone,"C'est mitigé, le dossier met trop longtemps à s'afficher sur la validation finale, honnêtement j'ai dû m'y reprendre, le support via téléphone a aidé.",mitiger dossier mettre trop afficher validation final honnêtement devoir reprendre support téléphone aider,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6120,2024-04-14,Android,App,neg,photo,collision,10+ ans,jeune_conducteur,1,faible,Île-de-France,App,"Franchement, les photos restent en attente pendant la déclaration, alors rien n'avance, merci de corriger vite.",franchement photo attente déclaration rien avance corriger vite,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6121,2024-03-13,Web,Web,neu,parcours,collision,3-10 ans,tiers,3,faible,Hauts-de-France,App,"Globalement ça va, les boutons ne sont pas clairs entre les onglets, donc j'ai dû m'y reprendre, le support via app a aidé.",globalement bouton clair onglet devoir reprendre support app aider,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
6122,2024-05-20,Android,Web,neg,parcours,bris_de_glace,1-3 ans,tous_risques,2,faible,Auvergne-Rhône-Alpes,Téléphone,"Très mécontent, les infos demandées se répètent quand il faut choisir le garage, mais rien n'avance, je vais réessayer plus tard.",mécontent info demander répèter falloir choisir garage rien avancer réessayer tard,6,choisir / garage / falloir,choisir / garage / falloir,choisir / garage / falloir
6123,2024-09-03,Web,Web,neu,photo,catastrophe_naturelle,0-1 an,pro,3,moyenne,Normandie,Web,"Pas terrible mais bon, l'ajout des photos bloque pendant la déclaration, et ça passe mais c'est limite, le support via web a aidé.",terrible bon ajout photo bloqu déclaration passer limite support web aider,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6124,2024-06-13,Android,App,neg,complexité,vol,3-10 ans,tiers,2,moyenne,Pays de la Loire,App,"Très mécontent, je dois refaire plusieurs fois pour avancer et je perds tout, du coup ça bloque encore, j'ai fini par appeler.",mécontent devoir refaire fois avancer perdre coup bloquer finir appeler,-1,Outliers,Outliers,Outliers
6125,2024-10-08,Android,App,neg,parcours,catastrophe_naturelle,1-3 ans,tiers,2,faible,Grand Est,Téléphone,"Ras-le-bol, les infos demandées se répètent sur le récapitulatif et je perds tout, mais ça bloque encore, c'est pas sérieux.",ras-le-bol info demander répèter récapitulatif perdre bloquer sérieux,-1,Outliers,Outliers,Outliers
6126,2024-09-29,iOS,App,neg,complexité,collision,1-3 ans,tous_risques,1,moyenne,PACA,Web,"Franchement, on me demande des infos impossibles juste pour une info malgré plusieurs essais, franchement je perds un temps fou, merci quand même.",franchement demande info impossible info essai franchement perdre temps fou,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6127,2024-03-04,Android,Web,neu,photo,catastrophe_naturelle,3-10 ans,pro,3,faible,Auvergne-Rhône-Alpes,Web,"C'est mitigé, je ne peux pas joindre les images pendant la déclaration, bref ça passe mais c'est limite, j'attends une amélioration.",mitiger joindre image déclaration bref passer limite attendre amélioration,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6128,2024-07-13,Android,Web,neg,photo,collision,3-10 ans,tous_risques,2,forte,Occitanie,App,"Je suis déçu, l'envoi des clichés échoue après trois essais malgré plusieurs essais, honnêtement je perds un temps fou, je vais réessayer plus tard.",décevoir envoi cliché échouer essai essai honnêtement perdre temps fou réessayer tard,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6129,2024-04-03,iOS,App,neg,lenteur,collision,10+ ans,tiers,1,moyenne,Bretagne,App,"Très mécontent, le site rame énormément depuis ce matin, mais ça bloque encore, c'est pas sérieux.",mécontent site rame énormément matin bloquer sérieux,9,site / rame / énormément,site / rame / énormément,site / rame / énormément
6130,2024-07-28,iOS,Web,neg,photo,collision,10+ ans,pro,1,faible,Pays de la Loire,Téléphone,"Ras-le-bol, je ne peux pas joindre les images même en 4G et je perds tout, honnêtement ça bloque encore, bonne journée.",ras-le-bol joindre image perdre honnêtement bloquer bon journée,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6131,2024-05-21,Android,Web,neg,photo,collision,3-10 ans,tous_risques,1,faible,Normandie,Téléphone,Je suis déçu la caméra ne s'ouvre pas sur l'étape des justificatifs malgré plusieurs essais honnêtement je perds un temps fou j'espère que ça ira.,décevoir caméra ouvrir étape justificatif essai honnêtement perdre temps fou espérer aller,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6132,2024-08-25,iOS,App,neg,lenteur,incendie,1-3 ans,tiers,2,faible,Auvergne-Rhône-Alpes,App,"Franchement, les pages se figent à chaque clic au moment d'envoyer et je perds tout, donc ça bloque encore, je vais réessayer plus tard.",franchement page figer clic moment envoyer perdre bloquer réessayer tard,7,page / figer / clic,Application figée,page / figer / clic
6133,2024-05-02,Android,Web,neg,bug,catastrophe_naturelle,0-1 an,tiers,2,forte,Auvergne-Rhône-Alpes,App,"Franchement, le bouton valider ne fait rien sur la dernière étape, bref ça bloque encore, j'espère que ça ira mieux.",franchement bouton valider rien dernier étape bref bloquer espérer aller mieux,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6134,2024-11-23,Android,App,neg,authentification,bris_de_glace,10+ ans,pro,2,forte,Hauts-de-France,Web,"Je suis déçu, ça bloque sur l'authentification alors que mes identifiants sont bons, du coup ça bloque encore, j'espère que ça ira mieux.",décevoir bloquer authentification identifiant bon coup bloquer espérer aller mieux,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
6135,2024-01-25,iOS,Web,neu,complexité,vol,1-3 ans,tous_risques,3,faible,Bourgogne-Franche-Comté,App,"C'est mitigé, la procédure est trop longue pour avancer, du coup j'ai dû m'y reprendre, ça manque de simplicité.",mitiger procédure trop long avancer coup devoir reprendre manque simplicité,-1,Outliers,Outliers,Outliers
6136,2024-08-10,Android,App,neu,parcours,collision,3-10 ans,tous_risques,3,faible,Auvergne-Rhône-Alpes,Téléphone,Ça pourrait être mieux je n'arrive pas à trouver où suivre mon sinistre pour une simple déclaration bref j'ai réussi au final ça manque de.,mieux arriver trouver sinistre simple déclaration bref réussir final manqu,-1,Outliers,Outliers,Outliers
6137,2024-07-25,iOS,App,neg,authentification,bris_de_glace,0-1 an,tous_risques,1,faible,Bourgogne-Franche-Comté,Web,"Franchement, le lien de connexion expire quand je valide le code, honnêtement je perds un temps fou, merci quand même.",franchement lien connexion expir valide code honnêtement perdre temps fou,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6138,2024-04-10,Web,App,neu,parcours,collision,1-3 ans,jeune_conducteur,3,moyenne,Nouvelle-Aquitaine,Web,"Ça pourrait être mieux, on tourne en rond dans les écrans entre les onglets, mais j'ai réussi au final, le support via web a aidé.",mieux tourne rond écran onglet réussir final support web aider,9,site / rame / énormément,site / rame / énormément,site / rame / énormément
6139,2024-06-20,Android,Web,neu,lenteur,catastrophe_naturelle,1-3 ans,tous_risques,3,forte,Île-de-France,App,"Globalement ça va, ça mouline sans fin à chaque étape, mais j'ai réussi au final, le support via app a aidé.",globalement mouliner fin étape réussir final support app aider,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
6140,2024-01-10,iOS,App,neg,bug,bris_de_glace,10+ ans,tous_risques,2,faible,Occitanie,App,"Ras-le-bol, j'ai un écran blanc sur la dernière étape malgré plusieurs essais, bref je perds un temps fou, bonne journée.",ras-le-bol écran blanc dernier étape essai bref perdre temps fou bon journée,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6141,2024-05-27,Android,App,neg,photo,collision,10+ ans,tous_risques,2,faible,Grand Est,App,"Très mécontent, l'ajout des photos bloque après trois essais et je perds tout, franchement je perds un temps fou, ça devient pénible.",mécontent ajout photo bloquer essai perdre franchement perdre temps fou devenir pénible,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6142,2024-11-26,iOS,App,neg,lenteur,collision,3-10 ans,pro,2,moyenne,Grand Est,App,"Franchement, l'app met des minutes à répondre depuis ce matin, franchement ça bloque encore, ça devient pénible.",franchement app mettre minute répondre matin franchement bloquer devenir pénible,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
6143,2024-07-02,Web,App,neg,photo,vol,0-1 an,tiers,1,moyenne,Auvergne-Rhône-Alpes,App,"Je suis déçu, le scan des documents tourne en rond à la fin du formulaire, donc je perds un temps fou, bonne journée.",décevoir scan document tourne rond fin formulaire perdre temps fou bon journée,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
6144,2024-06-01,Android,App,neg,bug,vol,1-3 ans,tiers,1,faible,Bourgogne-Franche-Comté,App,"Ras-le-bol, un message d'erreur apparaît après la mise à jour, honnêtement je perds un temps fou, c'est pas sérieux.",ras-le-bol message erreur apparaître mise jour honnêtement perdre temps fou sérieux,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6145,2024-05-12,iOS,Web,pos,parcours,collision,3-10 ans,jeune_conducteur,5,forte,Nouvelle-Aquitaine,App,"Nickel, les boutons ne sont pas clairs entre les onglets mais la résolution a été rapide, et le suivi était clair, continuez comme ça, efficace.",nickel bouton clair onglet résolution être rapide suivi clair continuer efficace,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
6146,2024-09-03,iOS,Web,neg,parcours,catastrophe_naturelle,1-3 ans,tous_risques,1,faible,Île-de-France,App,"Je suis déçu, les infos demandées se répètent pour une simple déclaration et je perds tout, du coup ça bloque encore, j'ai fini par appeler.",décevoir info demander répèter simple déclaration perdre coup bloquer finir appeler,-1,Outliers,Outliers,Outliers
6147,2024-12-19,Android,App,neu,parcours,collision,0-1 an,tiers,3,faible,Île-de-France,App,"C'est mitigé, les infos demandées se répètent sur la partie indemnisation, franchement ça passe mais c'est limite, le support via app a aidé.",mitiger info demander répèter partie indemnisation franchement passer limite support app aider,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
